# adjacency matrices created from topology.hpp and test.cpp for testing purposes
## Erdos-Renyi Adjacency dMatrix with Parameters: N = 30, p = 0.900000, seed = 123
           0	    0.485624	    0.747235	    0.802025	    0.621725	    0.460916	    0.391736	     0.72528	    0.668613	    0.175354	    0.485077	    0.542876	    0.421956	    0.689249	    0.311062	           0	    0.799304	    0.256516	    0.169378	    0.775341	    0.560587	    0.611588	    0.547578	    0.925029	    0.545943	    0.493175	    0.532803	    0.354433	    0.108782	    0.720345	
    0.341023	           0	    0.341453	    0.343463	    0.257835	    0.901998	    0.544885	    0.568789	    0.927151	           0	    0.378895	    0.352714	    0.197688	    0.918792	    0.426794	    0.740253	    0.308171	    0.594246	    0.103721	    0.151883	    0.887546	    0.786491	    0.886152	    0.596839	    0.896325	    0.273853	    0.836135	    0.710133	    0.881715	    0.153044	
    0.569043	    0.378279	           0	           0	    0.414317	    0.504148	    0.366289	    0.743672	    0.416838	    0.885807	     0.98873	    0.843585	    0.104818	    0.920186	    0.124796	    0.317645	    0.160805	    0.558486	    0.330259	    0.826646	    0.717568	           0	    0.271156	    0.552133	    0.262986	    0.644222	    0.893212	    0.529714	    0.150958	    0.404756	
    0.715459	     0.65479	           0	           0	    0.536857	    0.173412	    0.489795	    0.546166	    0.929916	    0.689973	     0.60851	    0.359391	    0.721664	    0.633152	    0.706294	    0.731894	           0	    0.152313	    0.776056	    0.928451	    0.543702	           0	     0.27061	    0.409701	    0.148433	    0.642655	    0.772894	    0.198241	    0.255108	    0.576843	
    0.383629	    0.838128	    0.209179	    0.136841	           0	    0.468451	    0.405973	    0.575385	    0.205486	    0.491128	     0.26363	    0.531401	    0.189702	    0.323353	    0.374602	    0.623814	    0.715254	           0	           0	    0.442284	    0.219316	    0.390311	           0	    0.666755	    0.770167	    0.788928	           0	    0.527135	    0.492497	    0.454207	
    0.686478	           0	    0.891004	    0.338822	    0.840463	           0	    0.976809	    0.729442	    0.162761	           0	    0.161337	    0.855022	    0.585506	    0.609712	    0.386392	    0.419413	    0.665453	           0	    0.321756	    0.902868	    0.542328	    0.900279	    0.667736	    0.900091	    0.184889	    0.892375	    0.978158	    0.135283	    0.569657	    0.853526	
     0.92025	    0.450757	    0.193593	    0.683264	    0.903106	    0.354127	           0	    0.474307	    0.764156	    0.551708	    0.747891	    0.770082	    0.587772	    0.165182	     0.74832	    0.554467	    0.622546	    0.628013	     0.17595	           0	    0.200395	    0.500486	    0.478485	     0.78015	     0.26122	    0.606089	    0.424509	    0.470493	    0.148571	    0.665624	
    0.216191	    0.796618	    0.160783	    0.387831	           0	    0.283837	    0.530052	           0	    0.571715	    0.480998	    0.777056	    0.519252	    0.824379	    0.793105	    0.932879	    0.374448	    0.932416	    0.712141	    0.880559	    0.707981	    0.686851	     0.44724	    0.222266	    0.120839	    0.525483	    0.898388	    0.944889	    0.188843	     0.60905	    0.225197	
    0.989589	           0	    0.539589	    0.106421	     0.69105	    0.919055	    0.522467	    0.839185	           0	    0.322199	    0.284074	    0.207059	           0	    0.456439	    0.644459	           0	           0	    0.437398	    0.397933	    0.149218	           0	    0.284861	    0.961218	    0.652633	    0.149141	    0.102056	    0.792512	    0.353963	    0.612424	    0.266308	
    0.766013	    0.832496	           0	    0.803138	     0.87659	      0.3736	           0	    0.801614	    0.795641	           0	    0.770249	    0.602944	    0.782975	     0.19481	    0.502308	           0	    0.413369	     0.87878	    0.916842	    0.351554	    0.111677	    0.147101	    0.772619	    0.960903	           0	    0.928294	    0.719279	    0.612705	    0.867645	    0.377106	
