# adjacency matrices created from topology.hpp and test.cpp for testing purposes
## Erdos-Renyi Uniform (N*(N-1)*p edges) Adjacency dMatrix with Parameters: N = 30, p = 0.900000, seed = 123
           0	    0.989142	    0.536419	    0.288401	    0.527921	    0.324959	    0.446744	    0.356094	           0	    0.198179	     0.86098	    0.690709	    0.978104	     0.91286	    0.515718	           0	     0.47908	    0.659196	    0.222106	    0.551995	    0.351822	    0.300943	    0.341219	    0.845675	    0.738661	    0.877018	    0.533004	    0.130558	    0.682318	    0.749066	
    0.581627	           0	    0.444133	    0.816044	    0.305022	    0.191571	           0	    0.489015	    0.297852	    0.906783	           0	    0.656886	    0.314425	    0.331613	    0.247004	    0.302949	    0.134498	    0.955226	    0.368721	           0	    0.759491	    0.128726	    0.557593	           0	    0.607298	    0.706535	           0	           0	    0.926344	    0.469239	
    0.487788	    0.276409	           0	    0.412431	    0.745619	    0.724586	    0.838872	    0.985715	    0.817959	    0.303331	    0.973089	    0.444875	     0.41461	    0.474773	    0.396351	    0.685675	    0.991215	    0.404539	    0.454078	    0.122718	    0.276476	    0.776453	    0.275048	      0.5355	    0.818962	    0.867205	    0.376529	    0.440309	    0.559339	    0.939602	
    0.530574	    0.948863	    0.349682	           0	    0.754372	    0.508012	           0	    0.946026	    0.970626	     0.90539	           0	    0.182167	           0	    0.724883	    0.759815	    0.685039	    0.309964	    0.776009	    0.485797	    0.942825	    0.344332	    0.405189	    0.318202	     0.50778	    0.316937	     0.19545	    0.499031	    0.174387	    0.521254	    0.178667	
    0.448476	    0.350819	    0.302917	    0.371752	           0	    0.983006	    0.285518	    0.476764	    0.439009	    0.895603	    0.974888	    0.831094	    0.734301	    0.736823	    0.481166	    0.284815	      0.5328	    0.520597	    0.202946	           0	    0.543622	    0.657866	    0.497528	    0.382302	    0.491487	           0	    0.598971	    0.285504	           0	    0.123577	
    0.302981	     0.12395	     0.73101	    0.258245	    0.138901	           0	    0.365405	    0.146882	    0.709215	    0.652755	     0.36159	    0.719537	    0.849445	    0.445305	    0.584792	    0.113678	    0.797828	    0.480676	    0.566895	    0.552923	    0.772593	    0.520165	    0.399478	    0.780454	    0.900603	           0	    0.952408	    0.447169	    0.889034	    0.963411	
    0.566418	    0.364577	           0	    0.113357	    0.650504	    0.697053	           0	    0.821868	    0.668845	    0.982524	    0.105425	    0.663316	    0.321619	    0.614932	    0.994604	    0.309682	    0.786942	     0.99373	    0.214851	    0.710286	    0.370549	     0.57238	           0	    0.464266	    0.458324	    0.887914	    0.173705	    0.567352	    0.232951	    0.135922	
    0.988616	           0	    0.831982	    0.322762	    0.512939	    0.724947	    0.517287	           0	    0.952361	    0.397524	    0.594472	    0.835389	    0.583897	    0.121734	    0.229241	    0.255351	     0.24178	    0.706542	    0.147322	    0.866637	    0.936787	     0.57314	    0.637413	    0.307081	    0.754472	    0.415126	    0.600274	     0.95894	    0.660942	    0.929728	
    0.517022	    0.173081	    0.898834	    0.326599	    0.432362	           0	    0.246898	    0.590287	           0	    0.122267	    0.885591	    0.689996	           0	    0.201286	    0.775673	    0.431248	           0	           0	     0.58869	    0.739899	    0.862752	    0.707532	    0.343159	    0.912301	    0.146014	           0	    0.658892	    0.996204	    0.871438	    0.462508	
           0	    0.180186	           0	    0.673621	    0.754338	    0.501624	    0.797122	    0.542778	    0.930144	           0	    0.194901	    0.813386	    0.112729	    0.926558	    0.969921	    0.272827	    0.982538	    0.838517	    0.363837	    0.377876	    0.416502	    0.580669	    0.139212	    0.636764	    0.314905	    0.568261	    0.312816	    0.989393	    0.320194	           0	
