# adjacency matrices created from topology.hpp and test.cpp for testing purposes
## Random Adjacency dMatrix with Parameters: N = 30, min_weight = 0.100000, max_weight = 1.000000, seed = 123
           0	     0.74166	    0.485624	    0.721796	    0.747235	    0.542007	    0.802025	    0.469832	    0.621725	    0.225956	    0.460916	    0.664585	    0.391736	    0.320283	     0.72528	    0.634512	    0.668613	    0.496231	    0.175354	    0.741097	    0.485077	    0.368002	    0.542876	    0.766267	    0.421956	    0.475489	    0.689249	    0.436421	    0.311062	    0.989196	
    0.789396	           0	    0.799304	    0.125184	    0.256516	    0.238674	    0.169378	    0.900879	    0.775341	    0.724063	    0.560587	    0.517841	    0.611588	    0.372295	    0.547578	    0.714937	    0.925029	    0.198036	    0.545943	    0.309552	    0.493175	    0.776389	    0.532803	    0.817956	    0.354433	    0.490076	    0.108782	    0.406716	    0.720345	    0.882432	
    0.341023	    0.511073	           0	    0.341453	    0.853348	    0.343463	    0.577056	    0.257835	     0.38347	    0.901998	    0.262303	    0.544885	    0.291068	    0.568789	     0.24409	    0.927151	    0.994861	    0.529343	    0.378895	    0.556484	    0.352714	    0.787453	    0.197688	    0.560489	    0.918792	    0.296538	    0.426794	    0.869476	    0.740253	     0.45365	
    0.308171	    0.442157	    0.594246	           0	    0.601047	    0.103721	     0.67422	    0.151883	    0.138724	    0.887546	    0.363329	    0.786491	    0.431079	    0.886152	    0.126481	    0.596839	    0.316223	    0.896325	    0.514215	    0.273853	    0.364323	    0.836135	    0.603539	    0.710133	    0.828214	    0.881715	    0.476193	    0.153044	    0.530613	    0.569043	
    0.622569	    0.378279	    0.927894	    0.689813	           0	    0.414317	    0.586985	    0.504148	    0.354089	    0.366289	    0.607133	    0.743672	    0.565857	    0.416838	    0.669501	    0.885807	      0.2511	     0.98873	    0.414473	    0.843585	    0.158915	    0.104818	     0.89825	    0.920186	    0.279467	    0.124796	    0.835601	    0.317645	    0.150475	    0.160805	
    0.526485	    0.558486	    0.475116	    0.330259	    0.443361	           0	    0.826646	    0.829935	    0.717568	    0.993352	    0.464667	    0.271156	    0.539357	    0.552133	    0.463019	    0.262986	    0.143227	    0.644222	     0.33932	    0.893212	    0.625642	    0.529714	    0.254364	    0.150958	    0.241332	    0.404756	    0.496579	    0.715459	    0.285285	     0.65479	
    0.932024	    0.171665	    0.536857	    0.728707	    0.173412	    0.882192	           0	    0.489795	    0.544897	    0.546166	     0.43365	    0.929916	     0.85715	    0.689973	    0.516417	     0.60851	    0.481524	    0.359391	    0.337583	    0.721664	    0.849553	    0.633152	     0.51987	    0.706294	    0.452331	    0.731894	    0.969128	    0.181459	    0.152313	    0.629216	
    0.776056	    0.560186	    0.928451	    0.373568	    0.543702	    0.981424	    0.391157	           0	     0.27061	    0.374706	    0.409701	    0.711577	    0.148433	    0.825943	    0.642655	    0.689692	    0.772894	    0.582064	    0.198241	    0.546577	    0.255108	     0.71559	    0.576843	    0.662702	    0.383629	     0.54236	    0.838128	    0.219358	    0.209179	    0.501593	
    0.136841	    0.370465	    0.468451	    0.435267	    0.405973	    0.831313	    0.575385	    0.598444	           0	    0.205486	    0.806144	    0.491128	      0.1695	     0.26363	     0.56891	    0.531401	    0.382188	    0.189702	    0.636897	    0.323353	    0.643906	    0.374602	    0.907574	    0.623814	    0.741243	    0.715254	    0.951959	    0.921908	    0.146129	    0.442284	
    0.607471	    0.219316	    0.617622	    0.390311	    0.985535	    0.618099	    0.666755	    0.460911	    0.770167	           0	    0.461067	    0.788928	    0.984188	    0.251305	    0.527135	    0.594046	    0.492497	    0.367058	    0.454207	    0.854273	    0.686478	    0.958507	      0.5293	    0.891004	    0.812987	    0.338822	    0.786194	    0.840463	    0.417693	    0.976809	
     0.70771	    0.729442	    0.513637	    0.162761	    0.998182	    0.673976	    0.161337	    0.231523	    0.855022	    0.349475	           0	    0.585506	    0.172389	    0.609712	    0.426236	    0.386392	    0.688171	    0.419413	    0.743731	    0.665453	     0.97076	    0.353276	    0.321756	    0.169767	    0.902868	    0.131091	    0.542328	    0.100814	    0.900279	    0.405458	
    0.667736	    0.397636	    0.900091	     0.75639	    0.184889	    0.736031	    0.892375	    0.586484	    0.978158	    0.523003	    0.135283	           0	     0.56214	    0.569657	    0.621548	    0.853526	    0.415686	     0.92025	    0.460371	    0.450757	    0.462038	    0.193593	    0.519334	    0.683264	    0.367924	    0.903106	    0.530714	    0.354127	    0.476686	    0.474307	
    0.794177	    0.764156	    0.525904	    0.551708	    0.852099	    0.747891	    0.559533	    0.770082	     0.40088	    0.587772	    0.622047	    0.165182	           0	    0.711492	     0.74832	    0.597232	    0.554467	    0.174448	    0.622546	    0.666041	    0.628013	    0.750432	     0.17595	    0.982493	    0.209245	    0.200395	    0.555224	    0.500486	     0.26425	    0.478485	
    0.882017	     0.78015	    0.222678	     0.26122	    0.596324	    0.606089	    0.488337	    0.424509	    0.566795	    0.470493	    0.126511	    0.148571	    0.205327	           0	    0.665624	    0.486514	    0.216191	    0.434472	    0.796618	    0.768148	    0.160783	    0.736146	    0.387831	    0.982452	    0.240902	    0.283837	    0.535353	    0.530052	     0.16097	    0.571715	
     0.84134	    0.480998	    0.623071	    0.777056	     0.45599	    0.519252	    0.811703	    0.824379	    0.250096	    0.793105	    0.522418	    0.932879	    0.397712	    0.374448	           0	      0.5358	    0.932416	     0.23058	    0.712141	    0.825529	    0.880559	    0.180191	    0.707981	    0.651161	    0.686851	    0.151843	     0.44724	    0.759906	    0.222266	    0.610374	
    0.120839	    0.115711	    0.525483	    0.859692	    0.898388	    0.370568	    0.944889	    0.629492	    0.188843	    0.186708	     0.60905	    0.781065	    0.225197	    0.435227	    0.989589	           0	     0.91253	    0.415877	    0.539589	    0.645377	    0.106421	    0.156408	     0.69105	    0.243208	    0.919055	    0.455589	    0.522467	    0.648698	    0.839185	    0.533013	
    0.322199	    0.462112	    0.284074	    0.793572	    0.207059	    0.986028	    0.330909	    0.456439	    0.676409	    0.644459	    0.916345	    0.962561	    0.596384	    0.437398	    0.658164	    0.397933	           0	    0.190406	    0.149218	    0.923582	    0.582267	    0.284861	    0.610209	    0.961218	    0.323454	    0.652633	    0.568068	    0.149141	    0.558392	    0.102056	
    0.267314	    0.792512	    0.400959	    0.353963	    0.450144	    0.612424	    0.607912	    0.266308	    0.195432	    0.766013	    0.819612	    0.832496	    0.987467	      0.7973	    0.803138	    0.890985	     0.87659	           0	    0.468829	      0.3736	     0.98251	    0.856803	    0.801614	    0.707977	    0.795641	    0.378989	    0.770249	    0.227075	    0.602944	    0.315356	
    0.782975	     0.84105	     0.19481	    0.664263	    0.502308	    0.921452	    0.786065	    0.413369	    0.908622	     0.87878	     0.86705	    0.916842	    0.437627	    0.351554	    0.721357	    0.111677	    0.127819	    0.147101	           0	     0.20164	    0.772619	    0.902662	    0.960903	    0.960628	    0.530264	    0.928294	    0.284155	    0.719279	    0.266114	    0.612705	
     0.37688	    0.867645	     0.45822	    0.377106	    0.909467	    0.422756	    0.427105	    0.823118	    0.281957	    0.936426	    0.896109	    0.421353	    0.389616	    0.214305	    0.845039	    0.356753	    0.803764	    0.346372	    0.557318	           0	    0.879799	    0.885398	    0.906072	    0.431806	    0.884289	    0.631675	    0.793057	    0.401714	    0.220779	    0.666106	
    0.296577	    0.826115	    0.508921	    0.860744	     0.12012	    0.132856	    0.134943	    0.767098	    0.759534	    0.696956	    0.935485	    0.853812	    0.755994	    0.637781	    0.687392	    0.739268	    0.688114	     0.53498	    0.496338	    0.800899	           0	    0.102879	    0.197862	    0.592108	    0.530565	    0.212638	     0.94491	    0.797057	    0.416526	    0.785448	
    0.690788	    0.605704	    0.637122	     0.25682	    0.857411	    0.927798	    0.249488	    0.779019	    0.980674	    0.989005	    0.809084	     0.48675	    0.212044	    0.318953	    0.209927	    0.895164	    0.599136	    0.597356	    0.441823	    0.126496	    0.700905	           0	    0.244815	    0.566709	    0.597638	    0.721409	    0.349827	    0.480573	    0.605254	    0.417963	
     0.42662	    0.242979	    0.298836	    0.421417	    0.193668	    0.902681	     0.49381	      0.7771	    0.517182	    0.321097	    0.483047	    0.930119	    0.998806	    0.640644	    0.679152	    0.880288	    0.927932	    0.459653	    0.349937	    0.744867	    0.680365	    0.545976	           0	    0.845141	    0.891163	    0.736659	    0.354644	    0.654305	    0.500281	    0.990205	
     0.75086	    0.871282	    0.515372	    0.206667	    0.301612	    0.801995	     0.81304	    0.612375	    0.416213	    0.601721	     0.24915	    0.738163	    0.271507	    0.375732	    0.406964	    0.103821	    0.480069	    0.847086	    0.256394	    0.450267	    0.816744	    0.579255	    0.490242	           0	    0.514606	     0.86925	    0.167483	    0.506323	    0.769896	    0.662153	
    0.178319	    0.767705	    0.574366	    0.634454	    0.608225	    0.904272	    0.326232	    0.391468	    0.702121	    0.814401	    0.221606	     0.43352	     0.70733	    0.666465	    0.698328	    0.290499	    0.948693	    0.874512	    0.732737	    0.508175	    0.583274	    0.607308	    0.312031	    0.595398	           0	     0.85237	    0.749579	    0.222587	     0.43658	    0.335104	
    0.402255	    0.821498	    0.968016	    0.149141	    0.513734	    0.340849	    0.585252	     0.77726	    0.932087	    0.387748	    0.891528	    0.253415	    0.603509	    0.455214	    0.858822	    0.967626	    0.138042	    0.112758	    0.500127	    0.407257	    0.710732	    0.669548	     0.85264	    0.274451	    0.403469	           0	    0.562943	    0.231929	    0.345013	    0.415797	
    0.820929	     0.30928	    0.650321	    0.856004	    0.881816	    0.627135	    0.171552	    0.991409	    0.706924	    0.680314	    0.440489	    0.567809	    0.812078	    0.134312	     0.57548	    0.125286	    0.497992	    0.994684	    0.405421	    0.841852	    0.237992	    0.969985	    0.611298	    0.388328	    0.250548	    0.190562	           0	    0.817472	    0.151919	    0.376412	
    0.607844	    0.781556	    0.752275	    0.105597	    0.945307	    0.205842	    0.964976	    0.175618	    0.288418	    0.709768	    0.636074	    0.418548	    0.502589	    0.956906	    0.643142	    0.578659	    0.863042	    0.727113	    0.576142	    0.507258	     0.86043	    0.303316	    0.324919	    0.415768	    0.807153	    0.181563	    0.132953	           0	    0.387141	    0.917523	
    0.450963	    0.786937	    0.489053	     0.61678	    0.431091	     0.20655	    0.793787	    0.492587	    0.453748	    0.688072	    0.421664	    0.500976	    0.768215	    0.820272	     0.96427	    0.119601	    0.975166	     0.25594	    0.928863	    0.440876	    0.356374	    0.621178	    0.127656	    0.986541	    0.112023	    0.728572	    0.608402	    0.658878	           0	    0.681889	
    0.462382	    0.453668	    0.895878	    0.952282	    0.322537	    0.746271	    0.355492	    0.947187	    0.503744	    0.769981	    0.312242	    0.884189	     0.44857	    0.583298	    0.871113	    0.878716	    0.600297	    0.646551	    0.822103	    0.355597	    0.538806	    0.459897	    0.366639	    0.649207	    0.259955	    0.406537	    0.816153	     0.83554	    0.686717	           0	
All set!
