Sin-Comp-1	Cos-Comp-1	Magnitude-1	Sin-Comp-2	Cos-Comp-2	Magnitude-2	Sin-Comp-Total	Cos-Comp-Total	Magnitude-Total	Time
         2.63563e-10	         8.14544e-10	         8.56123e-10	         2.63563e-10	         8.14544e-10	         8.56123e-10	         2.63563e-10	         8.14544e-10	         8.56123e-10	                   0
         -0.00295842	          0.00511589	           0.0059097	          -0.0041597	        -0.000355674	          0.00417488	         -0.00355906	          0.00238011	          0.00428157	              0.0625
         -0.00202063	           0.0115487	           0.0117241	           -0.012078	         -0.00105255	           0.0121238	         -0.00704932	          0.00524806	          0.00878835	               0.125
         -0.00505033	           0.0127233	            0.013689	          -0.0196591	          0.00115788	           0.0196932	          -0.0123547	          0.00694059	           0.0141708	              0.1875
          0.00445839	           0.0152107	           0.0158507	          -0.0215896	          0.00433798	           0.0220211	         -0.00856563	          0.00977435	           0.0129965	                0.25
          0.00134776	           0.0149818	           0.0150423	          -0.0181122	           0.0039564	           0.0185393	         -0.00838224	          0.00946911	           0.0126462	              0.3125
         -0.00621428	           0.0154299	           0.0166342	           -0.014839	         2.90418e-05	            0.014839	          -0.0105266	          0.00772945	           0.0130596	               0.375
        -0.000796741	          0.00805646	          0.00809576	          -0.0143604	         -0.00166294	           0.0144564	         -0.00757858	          0.00319676	          0.00822521	              0.4375
         -0.00315438	           0.0138883	           0.0142421	          -0.0130705	          0.00296719	           0.0134031	         -0.00811246	          0.00842777	           0.0116978	                 0.5
         -0.00777556	           0.0168548	           0.0185618	         -0.00741974	           0.0111367	            0.013382	         -0.00759765	           0.0139957	            0.015925	              0.5625
          -0.0152899	          0.00982082	           0.0181722	         7.48214e-05	           0.0168968	           0.0168969	         -0.00760753	           0.0133588	           0.0153731	               0.625
          -0.0154713	          0.00971474	           0.0182685	          0.00323238	            0.019428	           0.0196951	         -0.00611947	           0.0145714	           0.0158042	              0.6875
          -0.0189122	          0.00178047	           0.0189958	         0.000352625	            0.022928	           0.0229307	         -0.00927979	           0.0123543	           0.0154513	                0.75
          -0.0221113	          0.00505466	           0.0226817	         -0.00427272	           0.0291776	           0.0294888	           -0.013192	           0.0171161	             0.02161	              0.8125
          -0.0180015	           0.0121371	           0.0217108	         -0.00631431	           0.0349032	           0.0354697	          -0.0121579	           0.0235201	           0.0264766	               0.875
          -0.0236565	           0.0138456	           0.0274104	         -0.00624749	            0.036081	           0.0366179	           -0.014952	           0.0249633	           0.0290986	              0.9375
          -0.0193845	           0.0158594	           0.0250456	         -0.00649473	           0.0331988	           0.0338281	          -0.0129396	           0.0245291	           0.0277329	                   1
          -0.0221295	           0.0213409	           0.0307433	         -0.00646944	           0.0293362	           0.0300411	          -0.0142995	           0.0253386	            0.029095	              1.0625
          -0.0293657	           0.0294975	           0.0416226	         -0.00456077	           0.0255296	           0.0259337	          -0.0169632	           0.0275135	           0.0323225	               1.125
          -0.0242224	           0.0160222	            0.029042	         -0.00162494	           0.0212385	           0.0213006	          -0.0129237	           0.0186303	            0.022674	              1.1875
          -0.0240797	          0.00789102	           0.0253397	        -0.000260857	           0.0182146	           0.0182165	          -0.0121703	           0.0130528	           0.0178463	                1.25
          -0.0290239	          0.00745361	           0.0299657	        -0.000478043	           0.0203766	           0.0203822	           -0.014751	           0.0139151	           0.0202786	              1.3125
          -0.0394445	            0.006079	           0.0399102	          0.00102969	           0.0276366	           0.0276558	          -0.0192074	           0.0168578	            0.025556	               1.375
          -0.0379894	           0.0114677	           0.0396825	          0.00514082	           0.0348462	           0.0352233	          -0.0164243	           0.0231569	           0.0283902	              1.4375
          -0.0394121	           0.0029003	           0.0395187	          0.00766745	           0.0379505	           0.0387174	          -0.0158723	           0.0204254	           0.0258675	                 1.5
          -0.0449573	         -0.00081395	           0.0449647	          0.00432523	           0.0385926	           0.0388343	          -0.0203161	           0.0188893	           0.0277408	              1.5625
          -0.0406521	          0.00242998	           0.0407247	          -0.0027272	           0.0408795	           0.0409704	          -0.0216897	           0.0216547	           0.0306491	               1.625
          -0.0425438	          0.00225067	           0.0426033	         -0.00763255	           0.0437899	           0.0444501	          -0.0250882	           0.0230203	           0.0340492	              1.6875
          -0.0331596	         -0.00875798	           0.0342967	          -0.0091477	           0.0420442	           0.0430278	          -0.0211536	           0.0166431	            0.026916	                1.75
          -0.0310553	          -0.0209738	           0.0374744	          -0.0116878	           0.0341495	           0.0360943	          -0.0213716	          0.00658785	           0.0223639	              1.8125
          -0.0420446	          -0.0156973	           0.0448793	          -0.0187273	            0.025961	           0.0320107	          -0.0303859	          0.00513189	           0.0308162	               1.875
          -0.0442394	          -0.0220946	           0.0494499	          -0.0268581	           0.0240105	           0.0360258	          -0.0355487	         0.000957926	           0.0355616	              1.9375
          -0.0392131	          -0.0280776	           0.0482288	          -0.0299754	           0.0278384	           0.0409085	          -0.0345942	         -0.00011962	           0.0345945	                   2
          -0.0312408	          -0.0306004	           0.0437306	          -0.0271518	            0.032672	           0.0424815	          -0.0291963	          0.00103582	           0.0292146	              2.0625
          -0.0351969	          -0.0329403	           0.0482067	           -0.022553	           0.0359113	           0.0424059	          -0.0288749	          0.00148552	           0.0289131	               2.125
          -0.0312705	          -0.0215763	           0.0379918	          -0.0192604	           0.0390591	           0.0435497	          -0.0252655	          0.00874142	           0.0267349	              2.1875
          -0.0287211	          -0.0200632	           0.0350347	          -0.0162601	           0.0430274	           0.0459973	          -0.0224906	           0.0114821	            0.025252	                2.25
          -0.0333367	          -0.0222976	           0.0401064	          -0.0128661	           0.0452611	           0.0470543	          -0.0231014	           0.0114817	           0.0257974	              2.3125
          -0.0334973	          -0.0225652	           0.0403888	          -0.0109665	           0.0440655	           0.0454096	          -0.0222319	           0.0107501	           0.0246946	               2.375
          -0.0469632	          -0.0161704	           0.0496692	          -0.0118056	            0.041306	           0.0429599	          -0.0293844	           0.0125678	           0.0319593	              2.4375
          -0.0488169	          -0.0149742	           0.0510619	          -0.0130364	           0.0393131	           0.0414182	          -0.0309266	           0.0121694	           0.0332348	                 2.5
          -0.0429553	           -0.021689	           0.0481204	          -0.0111453	           0.0365586	           0.0382197	          -0.0270503	          0.00743478	           0.0280534	              2.5625
          -0.0436912	          -0.0128859	           0.0455518	         -0.00725994	             0.03034	           0.0311965	          -0.0254756	            0.008727	           0.0269289	               2.625
          -0.0477136	          -0.0142346	           0.0497917	         -0.00542679	           0.0223131	           0.0229636	          -0.0265702	          0.00403927	           0.0268755	              2.6875
